Shane Ruman#7696,Crab,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3Dba90da56-e3f7-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218710000&usg=AFQjCNEIew80eAQjPO2A_AL1iyta5MHuWg
Connor#9625,Crab,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3Da5a5b92b-e34a-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218711000&usg=AFQjCNGFJ4riyV5bVEFX4IhjBNOjy6syEg
Dronon#9478,Crab,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D0e219e5b-e3f8-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218711000&usg=AFQjCNHOfBpmRtPK_ic8ReRKjAvv6zqE4g
SamuraiYan#3021,Crane,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D4ccda677-e3f8-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218711000&usg=AFQjCNE9BBaj4fBVJ6btWldtX8ozbX2JnA
zarzuckett#6853,Crane,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D874d83de-e3f8-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218711000&usg=AFQjCNH5zmMn1sb55qRTj_nLUGWkifDChQ
Leniel#7974,Crane,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D96214abe-e3f8-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218711000&usg=AFQjCNGtbFwFjZpIsMjvOt8nurIGc7QVCQ
Ambiance#8753,Dragon,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D03cf0aba-d501-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218711000&usg=AFQjCNE0o6_crA8CkjMMXPhs18y2k_nJvg
Chaley#2202,Dragon,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3Dd26e29cf-e3f8-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218711000&usg=AFQjCNGLVv9-V8KtBtIK4dihf5w4YSY38g
Lambershaspy#6015,Dragon,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3De91f3fe3-e3f8-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218711000&usg=AFQjCNHuoDkSyqdMK4mFzupq_yFRIJK1Hw
Ginawa#1132,Lion,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3Df957ddcb-e3f8-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218712000&usg=AFQjCNGDRsQkN8jm6ztACnxjfcKeaLMgCg
Tenerim#1298,Lion,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D0eee2c83-e3f9-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218712000&usg=AFQjCNGtQdddCUlPE4TYvsidG9XybioWZQ
SirVoltar#5928,Lion,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D2414238a-e3f9-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218712000&usg=AFQjCNEj8E5yv8S64isZxnRsKSP2NQSVFQ
Travis Fights Dragons#1716,Phoenix,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D37320a4c-e3f9-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218712000&usg=AFQjCNH4FZHXuaUYddjkitXV4BcKK254rA
Infinight#7632,Phoenix,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D4da50667-e3f9-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218712000&usg=AFQjCNHrox4woprXZyf21UeBNMjDvXF72A
Shiba_Toku#9038,Phoenix,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3D6070a26c-e3f9-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218712000&usg=AFQjCNEWdK3oOJtDLu-CykKmKKkYqObLjQ
nakezuma#2791,Scorpion,https://www.google.com/url?q=https://www.bushibuilder.com/l5r/deck/?deck%3Ddaa699e3-e3eb-11ea-83ff-020c407d2d9d%26public%3Dy&sa=D&ust=1599497218712000&usg=AFQjCNFlonxaMgARrZDhPVi9erlfdYkRrg
